# ip: 127.0.0.1
# remaining_time, autonomous_robot, alarm, robot_x, robot_y, robot_angle, trees_state, battery_level, temperature, water_level, ground_tank_water_level, leaks_number, used_keys, clicks 
600, 0, '-1', -6.585957521565433e-7, -0.000006106334694777615, 0.00018267316045239568, 'false,false,false,false,false,false,false,false,false', 100, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
599, 0, '-1', -5.165076117918943e-7, -0.000006156166364235105, 0.00018345334683544934, 'false,false,false,false,false,false,false,false,false', 100, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
598, 0, '-1', -3.7572692690446274e-7, -0.000006207573278516065, 0.0001842360943555832, 'false,false,false,false,false,false,false,false,false', 99, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
597, 0, '-1', -0.000002906175268435618, -0.000006071403277019272, 0.00018668686971068382, 'false,false,false,false,false,false,false,false,false', 99, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left', '-1'
596, 0, '-1', -0.0001495438627898693, 0.00020056516223121434, 0.293250173330307, 'false,false,false,false,false,false,false,false,false', 98, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
595, 0, '-1', -0.00015547210932709277, 0.00020206498447805643, 0.8910397291183472, 'false,false,false,false,false,false,false,false,false', 98, 50, 50, 50, 'false,true,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
594, 0, '-1', -0.0003136694140266627, 0.00016125015099532902, 1.4626368284225464, 'false,false,false,false,false,false,false,false,false', 97, 50, 50, 49.44444444444443, 'false,true,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
593, 0, '-1', -0.0003062432224396616, 0.00013394042616710067, 2.0607779026031494, 'false,false,false,false,false,false,false,false,false', 97, 50, 50, 48.88888888888886, 'false,true,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
592, 0, '-1', -0.0002918069367296994, 0.00017276775906793773, 2.6343941688537598, 'false,false,false,false,false,false,false,false,false', 96, 50, 50, 48.333333333333286, 'false,true,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,front', '-1'
591, 0, '-1', -1.6096376180648804, 0.45693060755729675, 2.865342617034912, 'false,false,false,false,false,true,false,false,false', 96, 50, 50, 47.777777777777715, 'false,true,false,false,false,false,false,false,false', 'front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front', '-1'
590, 1, '-1', -4.370357036590576, 1.2350035905838013, 2.867204427719116, 'false,false,false,false,false,true,false,false,false', 95, 50, 50, 47.22222222222214, 'false,true,false,false,false,false,false,false,false', 'front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front', '-1'
589, 1, '-1', -4.370357036590576, 1.2350035905838013, 2.867204427719116, 'false,false,false,false,false,true,false,false,false', 95, 50, 50, 46.66666666666657, 'false,true,false,false,false,false,false,false,false', 'front,front,front,front,front,front,front,left,front', '-1'
588, 1, '-1', -5.705589771270752, 1.6100865602493286, -2.9754507541656494, 'false,false,false,false,false,true,false,false,false', 94, 50, 50, 46.111111111111, 'false,true,false,false,false,false,false,false,false', 'front', '-1'
587, 1, '-1', -5.7063422203063965, 1.6088870763778687, -2.3999059200286865, 'false,false,false,false,false,true,false,false,false', 94, 50, 50, 45.55555555555543, 'false,true,false,false,false,false,false,false,false', '-1', '-1'
586, 1, '-1', -5.708085060119629, 1.6065642833709717, -1.7917381525039673, 'false,false,false,false,false,true,false,false,false', 93, 50, 50, 44.99999999999986, 'false,true,false,false,false,false,false,false,false', '-1', '-1'
585, 1, '-1', -5.708515644073486, 1.6044495105743408, -1.3213374614715576, 'false,false,false,false,false,true,false,false,false', 93, 50, 50, 44.44444444444429, 'false,true,false,false,false,false,false,false,false', '-1', '-1'
584, 1, '-1', -5.70825719833374, 1.6035268306732178, -0.8016108870506287, 'false,false,false,false,false,true,false,false,false', 92, 50, 50, 43.99999999999983, 'false,false,false,false,false,false,false,false,false', '-1', 'wrench,clickLeak1'
583, 1, '-1', -5.047107219696045, 1.1424447298049927, -0.5915296673774719, 'false,false,false,false,false,true,false,false,false', 92, 50, 50, 43.99999999999983, 'false,false,false,false,false,false,false,false,false', '-1', 'minus,minus,minus'
