# ip: 127.0.0.1
# remaining_time, autonomous_robot, alarm, robot_x, robot_y, robot_angle, trees_state, battery_level, temperature, water_level, ground_tank_water_level, leaks_number, used_keys, clicks 
600, 0, '-1', -0.0000034152865282521816, -0.0000050827993618440814, 0.00016690751363057643, 'false,false,false,false,false,false,false,false,false', 100, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
599, 0, '-1', -0.0000031193831091513857, -0.000005222548224992352, 0.00016903808864299208, 'false,false,false,false,false,false,false,false,false', 100, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'front', '-1'
598, 0, '-1', 2.0557711124420166, -0.0007309725042432547, -0.002082462189719081, 'false,false,false,false,false,false,false,false,false', 99, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'front,front,front,front,front,front,front,front,front,front,front,front,front,front,front,front', '-1'
597, 0, '-1', 3.729120969772339, -0.003087985096499324, 0.209994837641716, 'false,false,false,false,false,false,false,false,false', 99, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'front,front,front,front,front,left,left,left,left,left', '-1'
596, 0, '-1', 3.728954553604126, -0.002216766821220517, 0.5740250945091248, 'false,false,false,false,false,false,false,false,false', 98, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
595, 0, '-1', 3.728954553604126, -0.0022167745046317577, 0.5740250945091248, 'false,false,false,false,false,false,false,false,false', 98, 50, 50, 50, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
594, 0, '-1', 3.728954553604126, -0.0022167859133332968, 0.5740250945091248, 'false,false,false,false,false,false,true,false,false', 97, 50, 50, 49.44444444444443, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
593, 0, '-1', 3.728954553604126, -0.002216799883171916, 0.5740250945091248, 'false,false,false,false,false,false,true,false,false', 97, 50, 50, 48.88888888888886, 'false,false,false,false,false,false,false,false,true', 'left,left', '-1'
592, 0, '-1', 3.730210065841675, -0.002117908326908946, 1.058801293373108, 'false,false,false,false,false,false,true,false,false', 96, 50, 50, 48.333333333333286, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
591, 0, '-1', 3.7312870025634766, -0.002221886068582535, 1.5827540159225464, 'false,false,false,false,false,false,true,false,false', 96, 50, 50, 47.777777777777715, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
590, 0, '-1', 3.7312192916870117, 0.00003990926416008733, 2.154296636581421, 'false,false,false,false,false,false,true,false,false', 95, 50, 50, 47.22222222222214, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,back', '-1'
589, 0, '-1', 4.88074254989624, -1.0799347162246704, 2.404050588607788, 'false,false,false,false,false,false,true,false,false', 95, 50, 50, 46.66666666666657, 'false,false,false,false,false,false,false,false,true', 'back,back,left,left', '-1'
588, 0, '-1', 4.880585193634033, -1.0792399644851685, 2.9151387214660645, 'false,false,false,false,false,false,true,false,false', 94, 50, 50, 46.111111111111, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
587, 0, '-1', 4.881186485290527, -1.0797523260116577, -2.8291399478912354, 'false,false,false,false,false,false,true,false,false', 94, 50, 50, 45.55555555555543, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
586, 0, '-1', 4.88231086730957, -1.0802149772644043, -2.396174430847168, 'false,false,false,false,false,false,true,false,false', 93, 50, 50, 44.99999999999986, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
585, 0, '-1', 4.882375240325928, -1.07831871509552, -1.8523175716400146, 'false,false,false,false,false,false,true,false,false', 93, 50, 50, 44.44444444444429, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left', '-1'
584, 0, '-1', 4.882575988769531, -1.0775610208511353, -1.3158226013183594, 'false,false,false,false,false,false,true,false,false', 92, 50, 50, 43.888888888888715, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,front,front', '-1'
583, 0, '-1', 5.571751594543457, -2.96336030960083, -1.1488008499145508, 'false,false,false,false,false,false,true,false,false', 92, 50, 50, 43.333333333333144, 'false,false,false,false,false,false,false,false,true', 'front,front,front,front,front,front,front,left,left', '-1'
582, 0, '-1', 6.517812252044678, -4.165833950042725, -0.9050064086914062, 'false,false,false,false,false,false,true,false,false', 91, 50, 50, 42.77777777777757, 'false,false,false,false,false,false,false,false,true', 'left,front,front,front,front', '-1'
581, 0, '-1', 8.201589584350586, -6.308403968811035, -0.9056127667427063, 'false,false,false,false,false,false,true,false,false', 91, 50, 50, 42.222222222222, 'false,false,false,false,false,false,false,false,true', 'front,front,left,front', '-1'
580, 1, '-1', 9.915870666503906, -8.236791610717773, -0.8306279182434082, 'false,false,false,false,false,false,true,false,false', 90, 50, 50, 41.66666666666643, 'false,false,false,false,false,false,false,false,true', 'front,front,front', '-1'
579, 1, '-1', 9.915870666503906, -8.236791610717773, -0.8306279182434082, 'false,false,false,true,false,false,true,false,false', 90, 50, 50, 41.11111111111086, 'false,false,false,false,false,false,false,false,true', 'front,front,front,front', '-1'
578, 1, '-1', 11.419241905212402, -9.880851745605469, -0.8301117420196533, 'false,false,false,true,false,false,true,false,false', 89, 50, 50, 40.55555555555529, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
577, 1, '-1', 12.602455139160156, -11.1730318069458, -0.829687774181366, 'false,false,false,true,false,false,true,false,false', 89, 50, 50, 39.999999999999716, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
576, 1, '-1', 13.704703330993652, -12.375907897949219, -0.8279318809509277, 'false,false,false,true,false,true,true,false,false', 88, 50, 50, 39.444444444444144, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
575, 1, '-1', 14.55291748046875, -13.299449920654297, -0.8359696865081787, 'false,false,false,true,false,true,true,false,false', 88, 55.65228987936704, 50, 38.88888888888857, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
574, 1, '-1', 15.184272766113281, -14.001129150390625, -0.8453581929206848, 'false,false,false,true,false,true,false,false,false', 87, 62.38162779601728, 40, 38.333333333333, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
573, 1, '-1', 15.635598182678223, -14.511178970336914, -0.846427857875824, 'false,false,true,true,false,true,false,false,false', 87, 73.75766006507398, 40, 37.77777777777743, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
572, 1, '4', 14.1654052734375, -12.846324920654297, -0.8466135263442993, 'false,false,true,true,false,true,false,false,false', 86, 77.5467925822827, 40, 37.22222222222186, 'false,false,false,false,false,false,false,false,true', 'left', '-1'
571, 1, '-1', 14.1654052734375, -12.846324920654297, -0.8466135263442993, 'false,false,true,true,false,true,false,false,false', 86, 77.5467925822827, 40, 36.66666666666629, 'false,false,false,false,false,false,false,false,true', 'left,left,left,left,left,left,left', '-1'
570, 1, '-1', 13.90599536895752, -12.549686431884766, -0.4346769452095032, 'false,false,true,true,false,true,false,true,false', 85, 79.6991018754725, 40, 36.111111111110716, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
569, 1, '-1', 13.968756675720215, -12.552139282226562, -0.07303191721439362, 'false,false,true,true,false,false,false,true,false', 85, 76.36576854213916, 30, 35.555555555555145, 'false,false,false,false,false,false,false,false,true', '-1', 'removeAlarm'
568, 1, '-1', 14.64077377319336, -12.578418731689453, -0.029914047569036484, 'false,false,true,true,false,false,false,true,false', 84, 69.69910187547251, 30, 34.999999999999574, 'false,false,false,false,false,false,false,false,true', '-1', '-1'
567, 1, '-1', 13.218478202819824, -12.539888381958008, -0.02831033244729042, 'false,false,true,true,false,false,false,true,false', 84, 66.36576854213918, 30, 34.66666666666623, 'false,false,false,false,false,false,false,false,false', '-1', 'wrench,clickLeak8,minus'
566, 1, '-1', 11.818852424621582, -12.499598503112793, -0.028524087741971016, 'false,false,true,true,false,false,false,true,false', 83, 63.03243520880584, 30, 34.66666666666623, 'false,false,false,false,false,false,false,false,false', '-1', 'minus,minus'
