# ip: 127.0.0.1
# remaining_time, autonomous_robot, alarm, robot_x, robot_y, robot_angle, trees_state, battery_level, temperature, water_level, ground_tank_water_level, leaks_number, used_keys, clicks 
600, 0, '-1', -0.0000031498088901571464, -0.000005203149612498237, 0.0001687300973571837, 'false,false,false,false,false,false,false,false,false', 100, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
599, 0, '-1', -0.0000030460894322459353, -0.00000525283439856139, 0.0001694990205578506, 'false,false,false,false,false,false,false,false,false', 100, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', '-1', '-1'
598, 0, '-1', -0.0000028763893169525545, -0.0000053044095693621784, 0.0001702944136923179, 'false,false,false,false,false,false,false,false,false', 99, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left', '-1'
597, 0, '-1', -0.00003654949978226796, 0.0005295122973620892, 0.16255465149879456, 'false,false,false,false,false,false,false,false,false', 99, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left', '-1'
596, 0, '-1', 0.00003146746166748926, 0.0002500471891835332, 0.6909606456756592, 'false,false,false,false,false,false,false,false,false', 98, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left', '-1'
595, 0, '-1', -0.00019953271839767694, 0.0006925899069756269, 1.2284284830093384, 'false,false,false,false,false,false,false,false,false', 98, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left', '-1'
594, 0, '-1', -0.0016489583067595959, 0.0000401313227484934, 1.7597593069076538, 'false,false,false,false,false,false,false,false,false', 97, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left', '-1'
593, 0, '-1', -0.0016415895661339164, -0.00026399357011541724, 2.2982630729675293, 'false,false,false,false,false,false,false,false,false', 97, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left', '-1'
592, 0, '-1', -0.0015443069860339165, -0.0003227886336389929, 2.8314735889434814, 'false,false,false,false,false,false,false,false,false', 96, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left', '-1'
591, 0, '-1', -0.0018599716713652015, 0.0003911863313987851, -2.912362575531006, 'false,false,false,false,false,false,false,false,false', 96, 50, 50, 50, 'false,false,false,false,false,false,false,false,false', 'left,left,left,left,left,left,left,left', '-1'
590, 0, '-1', -0.0017977842362597585, 0.0003068566438741982, -2.3699779510498047, 'false,false,false,false,false,false,false,false,false', 95, 50, 50, 50, 'false,false,false,false,false,false,true,false,false', 'left,left,left,left,left,left,left,left,left,left,left', '-1'
589, 0, '-1', -0.002052880823612213, 0.0004397993325255811, -1.940159559249878, 'false,false,false,false,false,false,false,false,false', 95, 50, 50, 49.44444444444443, 'false,false,false,false,false,false,true,false,false', 'left,left,left,left,left,left,left,left', '-1'
588, 0, '-1', -0.0021018520928919315, 0.0005921442643739283, -1.3165379762649536, 'false,false,false,false,false,false,false,false,false', 94, 50, 50, 48.88888888888886, 'false,false,false,false,false,false,true,false,false', 'left,left,left,left,left,left,left', '-1'
587, 0, '-1', -0.0023262270260602236, 0.0007862005149945617, -0.8197188973426819, 'false,false,false,false,false,false,false,false,false', 94, 50, 50, 48.333333333333286, 'false,false,false,false,false,false,true,false,false', 'left,left,left,left,left,left', '-1'
586, 0, '-1', -0.002080392325296998, 0.001498800003901124, -0.24457068741321564, 'false,false,false,false,false,false,false,false,false', 93, 50, 50, 47.777777777777715, 'false,false,false,false,false,false,true,false,false', 'left,left,left,left,left,left', '-1'
585, 0, '-1', -0.002389580477029085, 0.002069271169602871, 0.2703108787536621, 'false,false,false,false,false,false,false,false,false', 93, 50, 50, 47.22222222222214, 'false,false,true,false,false,false,true,false,false', 'left,left,left,left,left', '-1'
584, 0, '-1', -0.002408048138022423, 0.002040363382548094, 0.8230895400047302, 'false,false,false,false,false,false,false,false,false', 92, 50, 50, 46.111111111111036, 'false,false,true,false,false,false,true,false,false', 'left,left,left,left,left,left,left,left', '-1'
583, 0, '-1', -0.003042521420866251, 0.002494760788977146, 1.3592585325241089, 'false,false,false,false,false,false,false,false,false', 92, 50, 50, 44.99999999999993, 'false,false,true,false,false,false,true,false,false', 'left,left,left,left', '-1'
582, 0, '-1', -0.0032596904784440994, 0.0024875374510884285, 1.897368311882019, 'false,false,false,false,false,false,false,false,false', 91, 50, 50, 43.88888888888882, 'false,false,true,false,false,false,true,false,false', 'left,left,left,left', '-1'
581, 0, '-1', -0.0034523417707532644, 0.002404981292784214, 2.4294536113739014, 'false,false,false,false,false,false,false,false,false', 91, 50, 50, 42.777777777777715, 'false,false,true,false,false,false,true,false,false', 'left,back,back,back,back', '-1'
580, 1, '-1', 2.1017398834228516, -1.7208229303359985, 2.4559359550476074, 'false,false,false,false,false,false,false,false,false', 90, 50, 50, 41.66666666666661, 'false,false,true,false,false,false,true,false,false', 'back,back,back,back,back', '-1'
579, 1, '-1', 2.1017398834228516, -1.7208229303359985, 2.4559359550476074, 'false,false,false,false,false,false,false,false,false', 90, 50, 50, 40.5555555555555, 'false,false,true,false,false,false,true,false,false', 'left,left', '-1'
578, 1, '-1', 3.6927409172058105, -3.021543025970459, 1.9875376224517822, 'false,false,false,false,false,false,false,false,false', 89, 50, 50, 39.44444444444439, 'false,false,true,false,false,false,true,false,false', 'left,left,left', '-1'
577, 1, '-1', 3.6922478675842285, -3.0231170654296875, 1.45079505443573, 'false,false,false,false,false,false,false,false,false', 89, 50, 50, 38.333333333333286, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
576, 1, '-1', 3.7595372200012207, -2.902491807937622, 1.062143087387085, 'false,false,false,false,false,false,false,false,true', 88, 50, 50, 37.22222222222218, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
575, 1, '-1', 4.616447925567627, -1.4712308645248413, 1.0257999897003174, 'false,false,false,false,false,false,false,false,true', 88, 50, 50, 36.11111111111107, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
574, 1, '-1', 5.4674506187438965, -0.06828965991735458, 1.0242358446121216, 'false,false,false,false,false,false,false,false,true', 87, 50, 50, 34.999999999999964, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
573, 1, '-1', 6.3325653076171875, 1.3581234216690063, 1.0267523527145386, 'false,false,false,false,false,false,false,false,true', 87, 50, 50, 33.88888888888886, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
572, 1, '-1', 7.198525428771973, 2.784764289855957, 1.0258314609527588, 'false,false,false,false,false,false,false,false,true', 86, 50, 50, 32.77777777777775, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
571, 1, '-1', 8.023088455200195, 4.138775825500488, 1.020168423652649, 'false,false,false,false,false,false,false,false,true', 86, 50, 50, 31.666666666666643, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
570, 1, '-1', 8.911437034606934, 5.583838939666748, 1.019732117652893, 'false,false,false,false,false,false,false,false,true', 85, 50, 50, 30.555555555555536, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
569, 1, '-1', 9.761968612670898, 6.954575061798096, 1.009056568145752, 'false,false,false,false,false,false,false,false,true', 85, 50, 50, 29.44444444444443, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
568, 1, '-1', 10.694900512695312, 8.437180519104004, 1.0092411041259766, 'false,false,false,false,false,false,false,false,true', 84, 50, 50, 28.33333333333332, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
567, 1, '-1', 11.577760696411133, 9.820398330688477, 0.9980161190032959, 'false,false,false,false,false,false,false,false,true', 84, 50, 50, 27.222222222222214, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
566, 1, '-1', 12.496382713317871, 11.247274398803711, 0.9990804195404053, 'false,false,false,false,false,false,false,false,true', 83, 50, 50, 26.111111111111107, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
565, 1, '-1', 13.349506378173828, 12.549250602722168, 0.9911831617355347, 'false,false,false,false,false,false,false,false,true', 83, 50, 50, 25, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
564, 1, '-1', 14.004337310791016, 13.53190803527832, 0.9721315503120422, 'false,false,false,false,false,false,false,false,true', 82, 50, 50, 23.888888888888893, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
563, 1, '-1', 14.5015869140625, 14.259483337402344, 0.965665876865387, 'false,false,false,false,false,false,false,false,true', 82, 50, 50, 22.777777777777786, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
562, 1, '-1', 14.875374794006348, 14.796075820922852, 0.9572789072990417, 'false,false,false,false,false,false,false,false,true', 81, 50, 50, 21.66666666666668, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
561, 1, '-1', 15.126585006713867, 15.16524600982666, 0.9249439835548401, 'false,false,false,false,true,false,false,false,true', 81, 50, 50, 20.55555555555557, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
560, 0, '-1', 15.338706970214844, 15.437002182006836, 0.916121244430542, 'false,false,false,false,true,false,false,false,true', 85, 50, 50, 19.444444444444464, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
559, 0, '-1', 15.50174331665039, 15.649543762207031, 0.9163682460784912, 'false,false,false,false,true,false,false,false,true', 95, 50, 50, 18.333333333333357, 'false,false,true,false,false,false,true,false,false', 'left', '-1'
558, 0, '-1', 15.511303901672363, 15.6604642868042, 1.0477265119552612, 'false,false,false,false,true,false,false,false,true', 99, 50, 50, 17.22222222222225, 'false,false,true,false,false,false,true,false,false', 'left,left,left', '-1'
557, 0, '-1', 15.51508617401123, 15.659955024719238, 1.5460981130599976, 'false,false,false,false,true,false,false,false,true', 100, 50, 50, 16.111111111111143, 'false,false,true,false,false,false,true,false,false', 'left,left,left', '-1'
556, 0, '-1', 15.519210815429688, 15.658233642578125, 2.0503530502319336, 'false,false,false,false,true,false,false,false,true', 99, 50, 50, 15.000000000000036, 'false,false,true,false,false,false,true,false,false', 'left,left,left', '-1'
555, 0, '7', 15.5236177444458, 15.657670021057129, 2.525947332382202, 'false,false,false,false,true,false,false,false,true', 100, 50, 50, 13.888888888888928, 'false,false,true,false,false,false,true,false,false', 'left,left,left', '-1'
554, 0, '-1', 15.525466918945312, 15.654553413391113, 3.00087308883667, 'false,false,false,false,true,false,false,false,true', 99, 50, 50, 12.777777777777821, 'false,false,true,false,false,false,true,false,false', 'left,left,left', '-1'
553, 0, '-1', 15.52871322631836, 15.653332710266113, -2.7933130264282227, 'false,false,false,false,true,false,false,false,true', 100, 50, 50, 11.666666666666714, 'false,false,true,false,false,false,true,false,false', '-1', '-1'
552, 0, '-1', 15.529873847961426, 15.653404235839844, -2.6863901615142822, 'false,false,false,false,true,false,false,false,true', 99, 50, 50, 10.555555555555607, 'false,false,true,false,false,false,true,false,false', 'front', 'removeAlarm'
551, 0, '-1', 14.285589218139648, 15.046156883239746, -2.693974018096924, 'false,false,false,false,true,false,false,false,true', 99, 50, 50, 9.4444444444445, 'false,false,true,false,false,false,true,false,false', 'front,front,front,front', '-1'
550, 1, '-1', 11.789855003356934, 13.839554786682129, -2.708336353302002, 'false,false,false,false,true,false,false,false,true', 98, 50, 50, 8.333333333333393, 'false,true,true,false,false,false,true,false,false', 'front,right,front,front', '-1'
549, 1, '-1', 11.789855003356934, 13.839554786682129, -2.708336353302002, 'false,false,false,false,true,false,false,true,true', 98, 50, 50, 6.6666666666667265, 'false,true,true,false,false,false,true,false,false', 'front,front,front', '-1'
548, 1, '-1', 9.417924880981445, 13.227270126342773, -2.8727028369903564, 'false,false,false,false,true,false,false,true,true', 97, 50, 50, 5.000000000000061, 'false,true,true,false,false,false,true,false,false', 'front,front,front', '-1'
547, 1, '4', 7.782993316650391, 12.772953987121582, -2.8692822456359863, 'false,false,false,false,true,false,false,true,true', 97, 50, 50, 3.333333333333395, 'false,true,true,false,false,false,true,false,false', 'front,front', '-1'
546, 1, '-1', 6.176849365234375, 12.322463989257812, -2.867609977722168, 'false,false,false,false,true,false,false,true,true', 96, 50, 50, 1.666666666666728, 'false,true,true,false,false,false,true,false,false', '-1', '-1'
545, 1, '-1', 4.57121467590332, 11.870227813720703, -2.8647587299346924, 'false,false,false,false,true,false,false,true,true', 96, 50, 50, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', 'removeAlarm'
544, 1, '-1', 3.0162088871002197, 11.426446914672852, -2.8630988597869873, 'false,false,false,false,true,false,false,true,true', 95, 50, 50, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
543, 1, '-1', 1.883628010749817, 11.090798377990723, -2.8496639728546143, 'false,false,false,false,true,false,false,true,true', 95, 50, 50, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
542, 1, '-1', 1.039599895477295, 10.835305213928223, -2.8367362022399902, 'false,false,false,false,false,false,false,true,true', 94, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
541, 1, '-1', 0.4254331588745117, 10.641489028930664, -2.8360769748687744, 'false,false,false,false,false,false,false,true,true', 94, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
540, 0, '-1', 2.43222713470459, 11.275280952453613, -2.8363890647888184, 'false,false,false,false,false,false,false,true,true', 93, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
539, 0, '-1', 2.657984495162964, 11.346243858337402, -2.837897300720215, 'false,false,false,false,false,false,false,true,true', 93, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
538, 0, '-1', 2.657984495162964, 11.346243858337402, -2.837897300720215, 'false,false,false,false,false,false,false,true,true', 92, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', '-1', '-1'
537, 0, '-1', 2.65820050239563, 11.34565544128418, -2.7211740016937256, 'false,false,false,false,false,true,false,true,true', 92, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', 'left,left,left,left,left,left', '-1'
536, 0, '-1', 2.654467821121216, 11.344985008239746, -2.1480016708374023, 'false,false,false,false,false,true,false,true,true', 91, 50, 40, 0.6666666666667282, 'false,true,true,false,false,false,true,true,false', 'left,left,left', '-1'
535, 0, '-1', 2.654489040374756, 11.346443176269531, -1.6740235090255737, 'false,false,false,false,false,true,false,true,true', 91, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'left,left', '-1'
534, 0, '-1', 2.6515920162200928, 11.346410751342773, -1.1359590291976929, 'false,false,false,false,false,true,true,true,true', 90, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'left,front,front', '-1'
533, 0, '-1', 3.851468324661255, 9.1150541305542, -1.075722336769104, 'false,false,false,false,false,true,true,true,true', 90, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front,front', '-1'
532, 0, '-1', 5.212194919586182, 6.590199947357178, -1.0776382684707642, 'false,false,false,false,false,true,true,true,true', 89, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front,front,front', '-1'
531, 0, '-1', 6.568838119506836, 4.063285827636719, -1.0779308080673218, 'false,false,false,false,false,true,true,true,true', 89, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front,front', '-1'
530, 0, '-1', 7.9224982261657715, 1.534784197807312, -1.0781911611557007, 'false,false,false,false,false,true,true,true,true', 88, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front,front', '-1'
529, 0, '-1', 9.283353805541992, -0.9901541471481323, -1.0750391483306885, 'false,false,false,false,false,true,true,true,true', 88, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front', '-1'
528, 0, '-1', 10.650690078735352, -3.5117485523223877, -1.0705978870391846, 'false,false,false,false,false,true,true,true,true', 87, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front', '-1'
527, 0, '-1', 12.021865844726562, -6.030592918395996, -1.0714595317840576, 'false,false,false,false,false,true,true,true,true', 87, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front', '-1'
526, 0, '-1', 13.398852348327637, -8.54653263092041, -1.0692903995513916, 'false,false,false,false,false,true,true,true,true', 86, 50, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front', '-1'
525, 0, '-1', 14.528175354003906, -10.598835945129395, -0.9762855768203735, 'false,false,false,false,false,true,true,true,true', 86, 50.94962047076607, 40, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'left,left,front', '-1'
524, 0, '-1', 15.532175064086914, -11.624688148498535, -0.7960385680198669, 'false,false,false,false,false,false,true,true,true', 85, 50, 30, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'space,right', '-1'
523, 0, '-1', 15.532122611999512, -11.625272750854492, -1.0413553714752197, 'false,false,false,false,false,false,true,true,true', 85, 50, 30, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right,right,front,front', '-1'
522, 0, '3', 15.959501266479492, -13.0963773727417, -1.2879844903945923, 'false,false,false,false,false,false,false,true,true', 84, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front,front,front,space', '-1'
521, 0, '-1', 16.617046356201172, -15.415898323059082, -1.5858718156814575, 'false,false,false,false,false,false,false,true,true', 84, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', '-1', '-1'
520, 0, '-1', 16.616825103759766, -15.144213676452637, -0.31937506794929504, 'false,false,false,false,false,false,false,true,true', 83, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'back,back', '-1'
519, 0, '-1', 16.628358840942383, -15.351747512817383, -1.5523197650909424, 'false,false,false,false,false,false,false,true,true', 83, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', '-1', 'removeAlarm'
518, 0, '-1', 16.62831687927246, -15.308182716369629, -1.542396068572998, 'false,false,false,false,false,false,false,true,true', 82, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right', '-1'
517, 0, '-1', 16.62866973876953, -15.303555488586426, -1.7195872068405151, 'false,false,false,false,false,false,false,true,true', 82, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right', '-1'
516, 0, '-1', 16.629528045654297, -15.280965805053711, -2.069744348526001, 'false,false,false,false,false,false,false,true,true', 81, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right', '-1'
515, 0, '-1', 16.628185272216797, -15.270184516906738, -2.5432894229888916, 'false,false,false,false,false,false,false,true,true', 81, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right,right', '-1'
514, 0, '-1', 16.624879837036133, -15.272062301635742, -3.0652952194213867, 'false,false,false,false,false,false,false,true,true', 80, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right,front', '-1'
513, 0, '-1', 15.261651992797852, -15.021711349487305, 2.961132526397705, 'false,false,false,false,false,true,false,true,true', 80, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front', '-1'
512, 0, '-1', 12.724638938903809, -14.551779747009277, 2.9569292068481445, 'false,false,false,false,false,true,false,true,true', 79, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front', '-1'
511, 0, '-1', 9.9061918258667, -14.021245002746582, 2.9541261196136475, 'false,false,false,false,false,true,false,true,true', 79, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front', '-1'
510, 0, '-1', 7.370243549346924, -13.540620803833008, 2.9561729431152344, 'false,false,false,false,false,true,false,true,true', 78, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front', '-1'
509, 0, '-1', 4.739540100097656, -13.045696258544922, 2.9546031951904297, 'false,false,false,false,false,true,false,true,true', 78, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'left', '-1'
508, 0, '-1', 4.412896633148193, -12.982707023620605, -3.0370092391967773, 'false,false,false,false,false,true,false,true,true', 77, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'left,left,left,left,left', '-1'
507, 0, '-1', 4.416584491729736, -12.980079650878906, -2.470442056655884, 'false,false,false,false,false,true,false,true,true', 77, 50, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'left,front,front', '-1'
506, 0, '-1', 2.544236183166504, -14.686738014221191, -2.4033453464508057, 'false,false,false,false,false,true,false,true,true', 76, 53.45445526364848, 20, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front', '-1'
505, 0, '-1', 1.2373998165130615, -15.878366470336914, -2.4012997150421143, 'false,false,false,false,false,true,false,false,true', 76, 50.12112193031514, 10, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'space', '-1'
504, 0, '-1', 1.5548542737960815, -15.588000297546387, -2.4000256061553955, 'false,false,false,false,false,true,false,false,true', 75, 50, 10, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'back,back,right', '-1'
503, 0, '-1', 3.0713553428649902, -14.200887680053711, -2.552727699279785, 'false,false,false,false,false,true,false,false,true', 75, 50, 10, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right', '-1'
502, 0, '-1', 3.068239688873291, -14.202775001525879, -3.0620672702789307, 'false,false,false,false,false,true,false,false,true', 74, 50, 10, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'right,right,front', '-1'
501, 0, '-1', 2.0057621002197266, -13.909671783447266, 2.8716771602630615, 'false,false,true,false,false,true,false,false,true', 74, 50, 10, 0.6666666666667282, 'false,true,true,false,true,false,true,true,false', 'front,front,front', '-1'
500, 1, '-1', -0.7608853578567505, -13.152652740478516, 2.8758552074432373, 'false,false,true,false,false,true,false,false,true', 73, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', 'front,front,left,front', '-1'
499, 1, '-1', -0.7608853578567505, -13.152652740478516, 2.8758552074432373, 'false,false,true,false,false,true,false,false,true', 73, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', 'front,front,left,front', '-1'
498, 1, '-1', -3.4033725261688232, -12.89802074432373, -2.9485771656036377, 'false,false,true,false,false,true,false,false,true', 72, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', 'front,front,front,front', '-1'
497, 1, '-1', -5.030759334564209, -13.266975402832031, -2.9141154289245605, 'false,false,true,false,false,true,false,false,true', 72, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', '-1', '-1'
496, 1, '-1', -6.6564507484436035, -13.644747734069824, -2.9135124683380127, 'false,false,true,false,false,true,false,false,true', 71, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', '-1', '-1'
495, 1, '-1', -8.28165054321289, -14.023835182189941, -2.911918878555298, 'false,false,true,false,false,true,false,false,true', 71, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', '-1', '-1'
494, 1, '-1', -9.90673828125, -14.402562141418457, -2.9070568084716797, 'false,false,true,false,false,true,false,false,true', 70, 50, 10, 0.6666666666667282, 'false,true,true,true,true,false,true,true,false', '-1', '-1'
